molecule,model,term,estimate,ci_low,ci_high,z,pval,I2,tau2,k,QE,QM,QMp,significance
LSD,linear,intrcpt,3.3841350365586877,NA,NA,7.635792662257837,2.24435260570238e-14,0,0,57,30.08689628962388,26.374005945084956,2.8130082552632424e-7,***
LSD,linear,dose_diff,-15.901221983617448,NA,NA,-5.135562865459342,2.81300825526323e-7,0,0,57,30.08689628962388,26.374005945084956,2.8130082552632424e-7,***
LSD,spline_df3,intrcpt,2.174443947541921,NA,NA,8.748005778800573,2.1715614812337313e-18,0,0,57,29.443009444146348,27.017892790562552,1.3587486456390514e-6,***
LSD,spline_df3,"ns(dose_diff, df = df_spline)1",0.09035051855018793,NA,NA,0.08464333544418293,0.9325449459651067,0,0,57,29.443009444146348,27.017892790562552,1.3587486456390514e-6,
LSD,spline_df3,"ns(dose_diff, df = df_spline)2",-4.522029544525942,NA,NA,-4.959856377691042,7.054531676267201e-7,0,0,57,29.443009444146348,27.017892790562552,1.3587486456390514e-6,***
MDMA,linear,intrcpt,-0.5512202433580382,NA,NA,-1.6783185300348888,0.09328493252069402,22.05471372801609,0.35064914089475013,218,278.40041441735895,15.845664607503982,6.872380459502438e-5,
MDMA,linear,dose_diff,0.012563103725707745,NA,NA,3.9806613279082135,6.87238045950244e-5,22.05471372801609,0.35064914089475013,218,278.40041441735895,15.845664607503982,6.872380459502438e-5,***
MDMA,spline_df3,intrcpt,-0.06696358912523417,NA,NA,-0.11438725435451486,0.9089308172283864,9.810370240073098,0.1398044934382148,218,240.60415879034636,53.12899760080309,1.7208609024039484e-11,
MDMA,spline_df3,"ns(dose_diff, df = df_spline)1",2.7069198782485544,NA,NA,5.551493350291742,2.8323949193070522e-8,9.810370240073098,0.1398044934382148,218,240.60415879034636,53.12899760080309,1.7208609024039484e-11,***
MDMA,spline_df3,"ns(dose_diff, df = df_spline)2",-0.05771865629326021,NA,NA,-0.042745224308748456,0.9659046287088455,9.810370240073098,0.1398044934382148,218,240.60415879034636,53.12899760080309,1.7208609024039484e-11,
MDMA,spline_df3,"ns(dose_diff, df = df_spline)3",1.3778596560302567,NA,NA,4.7702254239361,1.840198670806049e-6,9.810370240073098,0.1398044934382148,218,240.60415879034636,53.12899760080309,1.7208609024039484e-11,***
PSILOCYBIN,linear,intrcpt,2.3986435124004144,NA,NA,4.815514162755578,1.468213493806988e-6,60.09014841136848,2.3396922089094945,162,403.40916738929064,19.13428643087342,1.2183641527920146e-5,***
PSILOCYBIN,linear,dose_diff,-0.06806850747313536,NA,NA,-4.374275532116537,1.2183641527920171e-5,60.09014841136848,2.3396922089094945,162,403.40916738929064,19.13428643087342,1.2183641527920146e-5,***
PSILOCYBIN,spline_df3,intrcpt,2.1003613586906797,NA,NA,4.723568414097402,2.3174195013438636e-6,52.62855765244484,1.7079595617120542,162,339.8672111749817,51.44037230462208,3.9415443454044476e-11,***
PSILOCYBIN,spline_df3,"ns(dose_diff, df = df_spline)1",-50.13836783133807,NA,NA,-5.508462937718312,3.6198043081227424e-8,52.62855765244484,1.7079595617120542,162,339.8672111749817,51.44037230462208,3.9415443454044476e-11,***
PSILOCYBIN,spline_df3,"ns(dose_diff, df = df_spline)2",7.643302613332824,NA,NA,3.2282090967272294,0.001245678842859132,52.62855765244484,1.7079595617120542,162,339.8672111749817,51.44037230462208,3.9415443454044476e-11,**
PSILOCYBIN,spline_df3,"ns(dose_diff, df = df_spline)3",-15.693441789207114,NA,NA,-5.618440317724227,1.9268893098507703e-8,52.62855765244484,1.7079595617120542,162,339.8672111749817,51.44037230462208,3.9415443454044476e-11,***
