molecule,ae_term,model,term,estimate,ci_low,ci_high,z,pval,I2,tau2,k,QE,QM,QMp,significance
PSILOCYBIN,abdominal pain,linear,intrcpt,2.662548337304191,NA,NA,1.4449492397574257,0.14847214403790598,0,0,4,0.6166098116478201,0.9039441675455557,0.3417263317563765,
PSILOCYBIN,abdominal pain,linear,dose_diff,-0.053873611177859396,NA,NA,-0.9507597843543635,0.3417263317563765,0,0,4,0.6166098116478201,0.9039441675455557,0.3417263317563765,
PSILOCYBIN,abdominal pain,spline_df3,intrcpt,1.6879095278755976,NA,NA,1.0836456507404228,0.27852194176269013,0,0,4,0.14232511993907532,1.3782288592543026,0.5020204467073457,
PSILOCYBIN,abdominal pain,spline_df3,"ns(dose_diff, df = df_spline)1",6.995498035059336,NA,NA,1.0163295494062523,0.30947248170907127,0,0,4,0.14232511993907532,1.3782288592543026,0.5020204467073457,
PSILOCYBIN,abdominal pain,spline_df3,"ns(dose_diff, df = df_spline)2",-1.9537309079822665,NA,NA,-0.5359628088724875,0.59198425429999,0,0,4,0.14232511993907532,1.3782288592543026,0.5020204467073457,
LSD,anxiety,linear,intrcpt,16.631228654274736,NA,NA,0.9588582279046968,0.3376301708293629,0,0,3,0.6278616877895478,0.9353895876706974,0.3334663490110813,
LSD,anxiety,linear,dose_diff,-85.11837373299687,NA,NA,-0.9671554102990364,0.33346634901108113,0,0,3,0.6278616877895478,0.9353895876706974,0.3334663490110813,
MDMA,anxiety,linear,intrcpt,0.3913182655166477,NA,NA,0.40501613871316655,0.6854656480699469,0,1.2468127530463939e-8,18,14.222730538889332,1.0507368686916825,0.3053374404231356,
MDMA,anxiety,linear,dose_diff,0.009684851680119861,NA,NA,1.0250545686409491,0.30533744042313565,0,1.2468127530463939e-8,18,14.222730538889332,1.0507368686916825,0.3053374404231356,
MDMA,anxiety,spline_df3,intrcpt,-0.1821184561497464,NA,NA,-0.10334369205671512,0.9176901999858549,0,0,18,11.084980495811854,4.188486923768645,0.24181709310424152,
MDMA,anxiety,spline_df3,"ns(dose_diff, df = df_spline)1",2.8768339075234906,NA,NA,1.885599530142443,0.0593489407684494,0,0,18,11.084980495811854,4.188486923768645,0.24181709310424152,
MDMA,anxiety,spline_df3,"ns(dose_diff, df = df_spline)2",2.0600764272112224,NA,NA,0.4982727752305677,0.618291794062968,0,0,18,11.084980495811854,4.188486923768645,0.24181709310424152,
MDMA,anxiety,spline_df3,"ns(dose_diff, df = df_spline)3",0.6272614081316725,NA,NA,0.644896469705615,0.5189942796546982,0,0,18,11.084980495811854,4.188486923768645,0.24181709310424152,
PSILOCYBIN,anxiety,linear,intrcpt,2.6486030432827614,NA,NA,0.5121779504668745,0.6085264733808069,84.57083730695348,16.462153932295347,5,25.92493241258442,0.09958114602267315,0.7523328552812135,
PSILOCYBIN,anxiety,linear,dose_diff,-0.0612052642286019,NA,NA,-0.31556480479082766,0.7523328552812135,84.57083730695348,16.462153932295347,5,25.92493241258442,0.09958114602267315,0.7523328552812135,
PSILOCYBIN,anxiety,spline_df3,intrcpt,3.786288270575182,NA,NA,0.6555514944386467,0.5121127436033281,73.08307925161188,31.269062771624142,5,14.860540837456433,0.7351663859398586,0.8649029214887798,
PSILOCYBIN,anxiety,spline_df3,"ns(dose_diff, df = df_spline)1",-36.12061533703287,NA,NA,-0.6442187079303432,0.5194336212604982,73.08307925161188,31.269062771624142,5,14.860540837456433,0.7351663859398586,0.8649029214887798,
PSILOCYBIN,anxiety,spline_df3,"ns(dose_diff, df = df_spline)2",4.0015157759372695,NA,NA,0.19050071137243788,0.8489167857988693,73.08307925161188,31.269062771624142,5,14.860540837456433,0.7351663859398586,0.8649029214887798,
PSILOCYBIN,anxiety,spline_df3,"ns(dose_diff, df = df_spline)3",-11.075419503437306,NA,NA,-0.5694941783261355,0.5690208203953759,73.08307925161188,31.269062771624142,5,14.860540837456433,0.7351663859398586,0.8649029214887798,
LSD,attention disturbance,linear,intrcpt,6.440217634240243,NA,NA,3.248973049176645,0.0011582245115823967,0,0,3,0.13120603397876812,3.7821727665842837,0.05180135331607502,**
LSD,attention disturbance,linear,dose_diff,-40.99159596018429,NA,NA,-1.944780904519654,0.05180135331607516,0,0,3,0.13120603397876812,3.7821727665842837,0.05180135331607502,
MDMA,autonomic,linear,intrcpt,-0.18490446259682958,NA,NA,-0.06668784900271459,0.9468302078684921,54.16975652269481,2.0779769641584833,7,13.091791674576543,0.16912792452920047,0.6808880144294284,
MDMA,autonomic,linear,dose_diff,0.010987963203643423,NA,NA,0.4112516559592198,0.6808880144294285,54.16975652269481,2.0779769641584833,7,13.091791674576543,0.16912792452920047,0.6808880144294284,
MDMA,autonomic,spline_df3,intrcpt,-0.017182397878280773,NA,NA,-0.011125193267873059,0.9911235631619811,0,1.219781024961218,7,5.855895775739844,4.385614694143375,0.22272295161795927,
MDMA,autonomic,spline_df3,"ns(dose_diff, df = df_spline)1",8.407462142406954,NA,NA,2.051231729626518,0.04024438531610509,0,1.219781024961218,7,5.855895775739844,4.385614694143375,0.22272295161795927,*
MDMA,autonomic,spline_df3,"ns(dose_diff, df = df_spline)2",-2.975198064241473,NA,NA,-0.7026691425330039,0.4822619621622184,0,1.219781024961218,7,5.855895775739844,4.385614694143375,0.22272295161795927,
MDMA,autonomic,spline_df3,"ns(dose_diff, df = df_spline)3",3.2058130035580983,NA,NA,1.2970786479769456,0.19460412738199978,0,1.219781024961218,7,5.855895775739844,4.385614694143375,0.22272295161795927,
PSILOCYBIN,back pain,linear,intrcpt,1.423863930024656,NA,NA,0.4769211529220106,0.6334182686357208,0,2.1889304495903814,3,1.8803289454108125,0.03006760656001099,0.8623369195826021,
PSILOCYBIN,back pain,linear,dose_diff,-0.01791341503927511,NA,NA,-0.17340013425603507,0.8623369195826021,0,2.1889304495903814,3,1.8803289454108125,0.03006760656001099,0.8623369195826021,
MDMA,decreased concentration,linear,intrcpt,1.0720737436718433,NA,NA,0.5392009724230877,0.5897481894537442,0,0,7,3.7001979881976204,0.2446850544513156,0.6208426113553859,
MDMA,decreased concentration,linear,dose_diff,-0.009749637464462885,NA,NA,-0.49465650147482704,0.620842611355386,0,0,7,3.7001979881976204,0.2446850544513156,0.6208426113553859,
MDMA,decreased concentration,spline_df3,intrcpt,0.9531128408416789,NA,NA,0.8715674226485317,0.3834444093136104,0,0,7,0.5191532366691199,3.4257298059798167,0.33052323288185925,
MDMA,decreased concentration,spline_df3,"ns(dose_diff, df = df_spline)1",3.3374048782854886,NA,NA,1.4444895332864263,0.14860132184221495,0,0,7,0.5191532366691199,3.4257298059798167,0.33052323288185925,
MDMA,decreased concentration,spline_df3,"ns(dose_diff, df = df_spline)2",-3.2586955097633243,NA,NA,-1.2883829751492129,0.19761268212645394,0,0,7,0.5191532366691199,3.4257298059798167,0.33052323288185925,
MDMA,decreased concentration,spline_df3,"ns(dose_diff, df = df_spline)3",0.6762705110269882,NA,NA,0.539530611822488,0.5895207804344541,0,0,7,0.5191532366691199,3.4257298059798167,0.33052323288185925,
MDMA,depression,linear,intrcpt,-0.3844792533903744,NA,NA,-0.1558376436975921,0.8761609977175953,36.825711099134445,0.9792656894424988,10,14.24630202664092,0.1400943495544235,0.7081872340906198,
MDMA,depression,linear,dose_diff,0.00862750278759025,NA,NA,0.3742917973378838,0.7081872340906197,36.825711099134445,0.9792656894424988,10,14.24630202664092,0.1400943495544235,0.7081872340906198,
MDMA,depression,spline_df3,intrcpt,0.8573983168972228,NA,NA,0.7934268303638902,0.4275291839059008,0,0,10,5.117036015554192,9.48140717936428,0.023529981661381996,
MDMA,depression,spline_df3,"ns(dose_diff, df = df_spline)1",5.278921237293665,NA,NA,2.635600747753803,0.00839884888361113,0,0,10,5.117036015554192,9.48140717936428,0.023529981661381996,**
MDMA,depression,spline_df3,"ns(dose_diff, df = df_spline)2",-3.4051798155540323,NA,NA,-1.343576195848111,0.17908547131322042,0,0,10,5.117036015554192,9.48140717936428,0.023529981661381996,
MDMA,depression,spline_df3,"ns(dose_diff, df = df_spline)3",1.7643056720995214,NA,NA,1.7782325841292084,0.07536566342974035,0,0,10,5.117036015554192,9.48140717936428,0.023529981661381996,
PSILOCYBIN,depression,linear,intrcpt,3.0016710373905795,NA,NA,1.6556138694512252,0.09780003964310138,0,0,3,0.00834966035937755,0.6109822084179428,0.43441823083876563,
PSILOCYBIN,depression,linear,dose_diff,-0.04728959401201339,NA,NA,-0.7816535091829006,0.43441823083876563,0,0,3,0.00834966035937755,0.6109822084179428,0.43441823083876563,
PSILOCYBIN,diarrhea,linear,intrcpt,-3.4128175198780593,NA,NA,-0.3133389271948402,0.7540231784526098,78.20154232889662,16.43072188395156,3,9.174961046217751,0.024629138432521666,0.8752947091195504,
PSILOCYBIN,diarrhea,linear,dose_diff,0.055703265560967774,NA,NA,0.15693673385323675,0.8752947091195504,78.20154232889662,16.43072188395156,3,9.174961046217751,0.024629138432521666,0.8752947091195504,
MDMA,dissociation,linear,intrcpt,70.94088400544938,NA,NA,2.1109107023890274,0.03477998800469086,0,0,4,0.30862193436181445,4.427431057029048,0.0353656994523698,*
MDMA,dissociation,linear,dose_diff,-0.5806931101545799,NA,NA,-2.1041461586660386,0.035365699452369836,0,0,4,0.30862193436181445,4.427431057029048,0.0353656994523698,*
MDMA,dizziness,linear,intrcpt,-1.1767230511956996,NA,NA,-0.5589355248105695,0.5762057235720435,1.713919614368394,0.2000298329299542,8,7.122066494599297,1.4553419205323777,0.2276727265767769,
MDMA,dizziness,linear,dose_diff,0.02370534868914917,NA,NA,1.2063755304764672,0.2276727265767767,1.713919614368394,0.2000298329299542,8,7.122066494599297,1.4553419205323777,0.2276727265767769,
MDMA,dizziness,spline_df3,intrcpt,-0.5592875061126747,NA,NA,-0.4813365220678236,0.6302773439503387,0,1.6174801607620503e-6,8,4.220679968943061,4.556650151391753,0.20729254297056274,
MDMA,dizziness,spline_df3,"ns(dose_diff, df = df_spline)1",4.22165957952683,NA,NA,1.7765316621943499,0.07564532802174338,0,1.6174801607620503e-6,8,4.220679968943061,4.556650151391753,0.20729254297056274,
MDMA,dizziness,spline_df3,"ns(dose_diff, df = df_spline)2",3.2629233926866243,NA,NA,1.147669313357308,0.2511051038415261,0,1.6174801607620503e-6,8,4.220679968943061,4.556650151391753,0.20729254297056274,
MDMA,dizziness,spline_df3,"ns(dose_diff, df = df_spline)3",0.46008422265460436,NA,NA,0.3701977103312898,0.7112351824846473,0,1.6174801607620503e-6,8,4.220679968943061,4.556650151391753,0.20729254297056274,
PSILOCYBIN,dizziness,linear,intrcpt,2.5591293730577718,NA,NA,1.3194361947159854,0.18702332801306482,0,0,4,1.3327333257208722,0.4739148826855279,0.4911916312101792,
PSILOCYBIN,dizziness,linear,dose_diff,-0.048069330631134236,NA,NA,-0.6884147606534362,0.4911916312101793,0,0,4,1.3327333257208722,0.4739148826855279,0.4911916312101792,
LSD,fatigue,linear,intrcpt,4.715466253761247,NA,NA,2.560469942738228,0.010453070523749945,0,0,4,0.45843097824318324,2.3067918489269914,0.12880966222754067,*
LSD,fatigue,linear,dose_diff,-31.40964384641206,NA,NA,-1.5188126444453218,0.12880966222754112,0,0,4,0.45843097824318324,2.3067918489269914,0.12880966222754067,
MDMA,fatigue,linear,intrcpt,-0.4512163889238937,NA,NA,-0.45430283877185557,0.6496108731398247,0,2.402381969427325e-6,15,12.78691565211718,2.564550186410183,0.10928363774507757,
MDMA,fatigue,linear,dose_diff,0.01591653981817094,NA,NA,1.6014213019721522,0.10928363774507845,0,2.402381969427325e-6,15,12.78691565211718,2.564550186410183,0.10928363774507757,
MDMA,fatigue,spline_df3,intrcpt,-0.17431921912784654,NA,NA,-0.09677456257804733,0.9229054252194812,0,1.0546349682160733e-6,15,11.623478177521722,3.7279901760197918,0.2923739188532194,
