molecule,ae_term,model,term,estimate,ci_low,ci_high,z,pval,I2,tau2,k,QE,QM,QMp,significance
MDMA,anxiety,linear,intrcpt,1.6401603874496462,NA,NA,0.7588167571803596,0.44796218007632205,0,0.3036852072664019,4,2.3112840666726795,4.2685682397770976e-5,0.9947871156966085,
MDMA,anxiety,linear,dose_diff,1.470652061042794e-4,NA,NA,0.006533428073972421,0.9947871156966084,0,0.3036852072664019,4,2.3112840666726795,4.2685682397770976e-5,0.9947871156966085,
MDMA,decreased concentration,linear,intrcpt,-0.4794208412232448,NA,NA,-0.08930158125972802,0.9288422374289571,0,0,3,0.00865974148166154,0.04123015107588418,0.8390943185600254,
MDMA,decreased concentration,linear,dose_diff,0.010452377341193362,NA,NA,0.20305208956295961,0.8390943185600254,0,0,3,0.00865974148166154,0.04123015107588418,0.8390943185600254,
MDMA,depression,linear,intrcpt,-2.972025222757618,NA,NA,-0.4977985344402297,0.6186260490288853,0,0.3357677801416945,3,1.380335979225643,0.4575458971735239,0.49877314025168357,
MDMA,depression,linear,dose_diff,0.03832815596280463,NA,NA,0.6764213902394896,0.49877314025168357,0,0.3357677801416945,3,1.380335979225643,0.4575458971735239,0.49877314025168357,
MDMA,fatigue,linear,intrcpt,3.2448185634562567,NA,NA,1.2618136391002979,0.20701585319169538,0,0,4,0.9161805153646798,0.09471448777705287,0.7582670991858665,
MDMA,fatigue,linear,dose_diff,-0.007931786274330768,NA,NA,-0.307757189643155,0.7582670991858665,0,0,4,0.9161805153646798,0.09471448777705287,0.7582670991858665,
MDMA,headache,linear,intrcpt,0.5867846424410388,NA,NA,0.30881734309416153,0.7574604756771968,0,0,4,0.3241854025342338,0.011303898748523953,0.9153286266908107,
MDMA,headache,linear,dose_diff,0.002124776271602547,NA,NA,0.10631979471633658,0.9153286266908106,0,0,4,0.3241854025342338,0.011303898748523953,0.9153286266908107,
MDMA,irritability,linear,intrcpt,-0.6837151950967104,NA,NA,-0.34831127913700344,0.7276064240606597,0,0,3,0.009748440700000255,0.5845186507744966,0.44454658466005226,
MDMA,irritability,linear,dose_diff,0.01604678405457471,NA,NA,0.7645381944510664,0.4445465846600522,0,0,3,0.009748440700000255,0.5845186507744966,0.44454658466005226,
MDMA,lack of appetite,linear,intrcpt,-2.253421714251383,NA,NA,-1.0233573284945434,0.30613892722749836,0,0,4,0.6404185971011257,1.6083672968520222,0.2047214617746915,
MDMA,lack of appetite,linear,dose_diff,0.02851624541674865,NA,NA,1.2682142156796785,0.20472146177469153,0,0,4,0.6404185971011257,1.6083672968520222,0.2047214617746915,
MDMA,muscle tension,linear,intrcpt,1.2157612026646456,NA,NA,0.6204652461371941,0.534951527989385,0,0,3,0.8057510935007546,0.0845254794940456,0.7712557910703645,
MDMA,muscle tension,linear,dose_diff,-0.006416905688085724,NA,NA,-0.2907326598338164,0.7712557910703645,0,0,3,0.8057510935007546,0.0845254794940456,0.7712557910703645,
MDMA,sleep disorder,linear,intrcpt,1.7742835577532414,NA,NA,1.2105962242196977,0.22605019206532223,0,0.056501780736955526,8,5.756000060341471,0.09015400544914606,0.7639814608338534,
MDMA,sleep disorder,linear,dose_diff,-0.004560233117769894,NA,NA,-0.3002565660383567,0.7639814608338534,0,0.056501780736955526,8,5.756000060341471,0.09015400544914606,0.7639814608338534,
MDMA,sleep disorder,spline_df3,intrcpt,1.4817042696120666,NA,NA,1.6709799446092641,0.09472563923230896,0,0.04992501246034107,8,3.588430715146953,2.1636825818155296,0.5391371486469972,
MDMA,sleep disorder,spline_df3,"ns(dose_diff, df = df_spline)1",-5.522445542561098,NA,NA,-1.4592915208345438,0.1444848881641975,0,0.04992501246034107,8,3.588430715146953,2.1636825818155296,0.5391371486469972,
MDMA,sleep disorder,spline_df3,"ns(dose_diff, df = df_spline)2",3.8079911108552844,NA,NA,1.1166914102287984,0.2641262918431899,0,0.04992501246034107,8,3.588430715146953,2.1636825818155296,0.5391371486469972,
MDMA,sleep disorder,spline_df3,"ns(dose_diff, df = df_spline)3",-3.1567632487432036,NA,NA,-1.3841055249672503,0.16632614543598245,0,0.04992501246034107,8,3.588430715146953,2.1636825818155296,0.5391371486469972,
